Vessel ID,Vessel Type,Length (m),ETA Scheduled,Delay (h),ETA Actual,ETD,Service Time (hrs),Assigned Berth,Cargo Volume (tons),Draught (m),Weather at Arrival
VSL_1715,Bulk,208,2025-06-04 14:00:00,0.0,2025-06-04 14:00:00,2025-06-05 05:00:00,15.0,Berth_2,47502,13.88,Storm
VSL_1716,RoRo,223,2025-06-11 03:00:00,0.0,2025-06-11 03:00:00,2025-06-13 03:00:00,48.0,Berth_2,3727,7.44,Rain
VSL_1717,Container,133,2025-06-28 09:00:00,0.0,2025-06-28 09:00:00,2025-06-29 07:00:00,22.0,Berth_1,6721,9.42,Storm
VSL_1718,RoRo,298,2025-06-13 20:00:00,0.0,2025-06-13 20:00:00,2025-06-15 08:00:00,36.0,Berth_5,3914,6.95,Storm
VSL_1719,RoRo,244,2025-06-12 04:00:00,0.0,2025-06-12 04:00:00,2025-06-12 19:00:00,15.0,Berth_4,2097,6.72,Storm
VSL_1720,RoRo,142,2025-06-29 22:00:00,0.0,2025-06-29 22:00:00,2025-07-01 00:00:00,26.0,Berth_1,2797,8.29,Rain
VSL_1721,RoRo,182,2025-06-27 01:00:00,0.0,2025-06-27 01:00:00,2025-06-29 00:00:00,47.0,Berth_3,4214,6.67,Clear
VSL_1722,Bulk,262,2025-06-28 22:00:00,0.0,2025-06-28 22:00:00,2025-06-30 17:00:00,43.0,Berth_2,59032,13.47,Windy
VSL_1723,Passenger,272,2025-06-15 09:00:00,0.0,2025-06-15 09:00:00,2025-06-16 02:00:00,17.0,Berth_1,0,8.68,Clear
VSL_1724,Container,264,2025-06-18 13:00:00,0.0,2025-06-18 13:00:00,2025-06-19 01:00:00,12.0,Berth_4,16518,9.55,Rain
VSL_1725,Bulk,344,2025-06-09 05:00:00,2.0,2025-06-09 07:00:00,2025-06-09 15:00:00,8.0,Berth_1,53937,13.64,Windy
VSL_1726,Passenger,223,2025-06-28 05:00:00,0.0,2025-06-28 05:00:00,2025-06-28 18:00:00,13.0,Berth_1,0,7.22,Windy
VSL_1727,RoRo,223,2025-06-29 00:00:00,0.0,2025-06-29 00:00:00,2025-06-30 23:00:00,47.0,Berth_2,9340,6.28,Windy
VSL_1728,Bulk,158,2025-06-13 13:00:00,0.0,2025-06-13 13:00:00,2025-06-15 00:00:00,35.0,Berth_1,56863,13.13,Rain
VSL_1729,RoRo,317,2025-06-30 12:00:00,0.0,2025-06-30 12:00:00,2025-07-02 12:00:00,48.0,Berth_3,4108,6.4,Clear
VSL_1730,Bulk,253,2025-06-03 15:00:00,0.0,2025-06-03 15:00:00,2025-06-04 21:00:00,30.0,Berth_1,31923,14.39,Rain
VSL_1731,Tanker,186,2025-06-19 19:00:00,0.0,2025-06-19 19:00:00,2025-06-20 05:00:00,10.0,Berth_2,49996,14.98,Storm
VSL_1732,Container,298,2025-06-07 03:00:00,0.0,2025-06-07 03:00:00,2025-06-08 19:00:00,40.0,Berth_2,8481,11.28,Rain
VSL_1733,Container,161,2025-06-02 11:00:00,12.0,2025-06-02 23:00:00,2025-06-03 09:00:00,10.0,Berth_3,19610,9.05,Storm
VSL_1734,Tanker,134,2025-06-28 20:00:00,1.0,2025-06-28 21:00:00,2025-06-30 19:00:00,46.0,Berth_4,27461,14.38,Rain
VSL_1735,RoRo,230,2025-06-25 12:00:00,0.0,2025-06-25 12:00:00,2025-06-25 18:00:00,6.0,Berth_4,5916,7.09,Clear
VSL_1736,Passenger,276,2025-06-10 15:00:00,0.0,2025-06-10 15:00:00,2025-06-10 21:00:00,6.0,Berth_4,0,7.3,Rain
VSL_1737,Bulk,350,2025-06-30 02:00:00,0.0,2025-06-30 02:00:00,2025-07-01 03:00:00,25.0,Berth_1,38943,13.34,Rain
VSL_1738,Container,276,2025-06-20 14:00:00,0.0,2025-06-20 14:00:00,2025-06-21 14:00:00,24.0,Berth_2,23169,9.1,Storm
VSL_1739,Tanker,157,2025-06-13 18:00:00,0.0,2025-06-13 18:00:00,2025-06-15 00:00:00,30.0,Berth_3,41883,14.21,Storm
VSL_1740,Tanker,216,2025-06-06 23:00:00,12.0,2025-06-07 11:00:00,2025-06-07 19:00:00,8.0,Berth_5,25629,15.22,Clear
VSL_1741,Passenger,373,2025-06-28 10:00:00,0.0,2025-06-28 10:00:00,2025-06-29 11:00:00,25.0,Berth_4,0,9.42,Clear
VSL_1742,Container,315,2025-06-15 11:00:00,0.0,2025-06-15 11:00:00,2025-06-15 20:00:00,9.0,Berth_1,18287,9.3,Storm
VSL_1743,Passenger,205,2025-06-07 08:00:00,2.0,2025-06-07 10:00:00,2025-06-09 05:00:00,43.0,Berth_1,0,8.84,Storm
VSL_1744,Container,129,2025-06-21 02:00:00,12.0,2025-06-21 14:00:00,2025-06-23 11:00:00,45.0,Berth_2,5470,9.43,Clear
VSL_1745,Bulk,124,2025-06-05 03:00:00,0.0,2025-06-05 03:00:00,2025-06-06 14:00:00,35.0,Berth_5,19191,14.04,Clear
VSL_1746,Container,242,2025-06-22 05:00:00,0.0,2025-06-22 05:00:00,2025-06-24 01:00:00,44.0,Berth_2,7067,11.01,Storm
VSL_1747,Bulk,237,2025-06-29 22:00:00,0.0,2025-06-29 22:00:00,2025-07-01 05:00:00,31.0,Berth_5,50775,12.34,Windy
VSL_1748,Container,278,2025-06-26 07:00:00,0.0,2025-06-26 07:00:00,2025-06-27 00:00:00,17.0,Berth_1,13974,9.35,Storm
VSL_1749,Tanker,347,2025-06-30 17:00:00,0.0,2025-06-30 17:00:00,2025-07-01 22:00:00,29.0,Berth_4,25967,16.31,Clear
VSL_1750,Tanker,335,2025-06-05 06:00:00,0.0,2025-06-05 06:00:00,2025-06-07 04:00:00,46.0,Berth_2,11024,16.2,Clear
VSL_1751,Container,303,2025-06-01 07:00:00,0.0,2025-06-01 07:00:00,2025-06-02 00:00:00,17.0,Berth_5,14297,10.04,Storm
VSL_1752,Tanker,134,2025-06-09 19:00:00,0.0,2025-06-09 19:00:00,2025-06-10 10:00:00,15.0,Berth_5,39518,15.03,Windy
VSL_1753,Passenger,276,2025-06-30 12:00:00,0.0,2025-06-30 12:00:00,2025-06-30 20:00:00,8.0,Berth_4,0,8.53,Clear
VSL_1754,Bulk,255,2025-06-15 20:00:00,4.0,2025-06-16 00:00:00,2025-06-17 08:00:00,32.0,Berth_2,22700,14.47,Clear
VSL_1755,Passenger,380,2025-06-16 10:00:00,0.0,2025-06-16 10:00:00,2025-06-18 02:00:00,40.0,Berth_4,0,8.93,Windy
VSL_1756,Bulk,276,2025-06-03 06:00:00,3.0,2025-06-03 09:00:00,2025-06-04 03:00:00,18.0,Berth_4,47605,12.44,Clear
VSL_1757,Container,166,2025-06-28 12:00:00,7.0,2025-06-28 19:00:00,2025-06-30 00:00:00,29.0,Berth_3,15954,10.54,Storm
VSL_1758,Container,292,2025-06-05 10:00:00,0.0,2025-06-05 10:00:00,2025-06-05 19:00:00,9.0,Berth_2,10178,10.96,Storm
VSL_1759,Passenger,249,2025-06-05 22:00:00,0.0,2025-06-05 22:00:00,2025-06-06 08:00:00,10.0,Berth_4,0,8.48,Rain
VSL_1760,RoRo,214,2025-06-09 11:00:00,2.0,2025-06-09 13:00:00,2025-06-10 15:00:00,26.0,Berth_3,3865,6.25,Storm
VSL_1761,Tanker,234,2025-06-17 00:00:00,10.0,2025-06-17 10:00:00,2025-06-18 06:00:00,20.0,Berth_4,13561,16.23,Windy
VSL_1762,Tanker,362,2025-06-27 00:00:00,6.0,2025-06-27 06:00:00,2025-06-28 17:00:00,35.0,Berth_2,39998,15.8,Rain
VSL_1763,Bulk,188,2025-06-09 15:00:00,12.0,2025-06-10 03:00:00,2025-06-11 06:00:00,27.0,Berth_5,18909,12.7,Clear
VSL_1764,RoRo,267,2025-06-20 13:00:00,6.0,2025-06-20 19:00:00,2025-06-22 03:00:00,32.0,Berth_2,9261,6.74,Windy
VSL_1765,Passenger,130,2025-06-08 06:00:00,0.0,2025-06-08 06:00:00,2025-06-10 00:00:00,42.0,Berth_2,0,7.22,Storm
VSL_1766,Tanker,373,2025-06-26 05:00:00,0.0,2025-06-26 05:00:00,2025-06-27 17:00:00,36.0,Berth_3,10950,15.83,Windy
VSL_1767,Tanker,157,2025-06-14 23:00:00,0.0,2025-06-14 23:00:00,2025-06-16 08:00:00,33.0,Berth_5,19762,16.28,Clear
VSL_1768,RoRo,253,2025-06-02 21:00:00,0.0,2025-06-02 21:00:00,2025-06-03 05:00:00,8.0,Berth_5,2275,7.06,Storm
VSL_1769,RoRo,319,2025-06-30 17:00:00,0.0,2025-06-30 17:00:00,2025-07-01 05:00:00,12.0,Berth_2,2680,7.4,Clear
VSL_1770,RoRo,142,2025-06-10 07:00:00,0.0,2025-06-10 07:00:00,2025-06-10 21:00:00,14.0,Berth_2,7305,8.5,Clear
VSL_1771,RoRo,337,2025-06-29 13:00:00,8.0,2025-06-29 21:00:00,2025-06-30 22:00:00,25.0,Berth_5,8121,7.46,Storm
VSL_1772,RoRo,260,2025-06-06 21:00:00,6.0,2025-06-07 03:00:00,2025-06-08 10:00:00,31.0,Berth_4,7766,7.58,Clear
VSL_1773,RoRo,223,2025-06-30 11:00:00,0.0,2025-06-30 11:00:00,2025-07-01 14:00:00,27.0,Berth_3,5488,7.88,Windy
VSL_1774,Container,329,2025-06-27 11:00:00,0.0,2025-06-27 11:00:00,2025-06-28 14:00:00,27.0,Berth_1,21866,11.36,Rain
VSL_1775,Container,230,2025-06-05 17:00:00,0.0,2025-06-05 17:00:00,2025-06-06 23:00:00,30.0,Berth_5,6339,9.91,Windy
VSL_1776,Passenger,223,2025-06-03 20:00:00,0.0,2025-06-03 20:00:00,2025-06-05 13:00:00,41.0,Berth_2,0,7.35,Rain
VSL_1777,Tanker,290,2025-06-24 00:00:00,0.0,2025-06-24 00:00:00,2025-06-24 13:00:00,13.0,Berth_5,23749,15.88,Windy
VSL_1778,Bulk,252,2025-06-16 01:00:00,0.0,2025-06-16 01:00:00,2025-06-17 00:00:00,23.0,Berth_4,33162,12.14,Rain
VSL_1779,Bulk,246,2025-06-20 07:00:00,0.0,2025-06-20 07:00:00,2025-06-21 20:00:00,37.0,Berth_1,45812,13.77,Rain
VSL_1780,RoRo,225,2025-06-27 11:00:00,0.0,2025-06-27 11:00:00,2025-06-28 16:00:00,29.0,Berth_1,3542,8.23,Storm
VSL_1781,Container,211,2025-06-04 10:00:00,0.0,2025-06-04 10:00:00,2025-06-05 17:00:00,31.0,Berth_3,7521,9.27,Rain
VSL_1782,Container,170,2025-06-30 17:00:00,0.0,2025-06-30 17:00:00,2025-07-01 08:00:00,15.0,Berth_2,22061,11.38,Clear
VSL_1783,Bulk,148,2025-06-18 18:00:00,0.0,2025-06-18 18:00:00,2025-06-20 10:00:00,40.0,Berth_4,37721,13.05,Clear
VSL_1784,Bulk,333,2025-06-09 01:00:00,4.0,2025-06-09 05:00:00,2025-06-09 15:00:00,10.0,Berth_5,57249,12.84,Rain
VSL_1785,Bulk,386,2025-06-21 17:00:00,0.0,2025-06-21 17:00:00,2025-06-23 12:00:00,43.0,Berth_5,50944,13.11,Rain
VSL_1786,Passenger,376,2025-06-06 15:00:00,5.0,2025-06-06 20:00:00,2025-06-07 21:00:00,25.0,Berth_2,0,8.21,Rain
VSL_1787,Container,220,2025-06-07 07:00:00,3.0,2025-06-07 10:00:00,2025-06-08 14:00:00,28.0,Berth_5,10268,10.78,Rain
VSL_1788,Tanker,229,2025-06-08 11:00:00,0.0,2025-06-08 11:00:00,2025-06-10 11:00:00,48.0,Berth_2,25591,14.29,Rain
VSL_1789,Passenger,301,2025-06-06 09:00:00,3.0,2025-06-06 12:00:00,2025-06-07 22:00:00,34.0,Berth_2,0,8.41,Clear
VSL_1790,Bulk,120,2025-06-15 16:00:00,0.0,2025-06-15 16:00:00,2025-06-16 07:00:00,15.0,Berth_5,25655,13.33,Clear
VSL_1791,Container,174,2025-06-18 06:00:00,0.0,2025-06-18 06:00:00,2025-06-19 19:00:00,37.0,Berth_4,15492,9.39,Rain
VSL_1792,Bulk,268,2025-06-21 05:00:00,0.0,2025-06-21 05:00:00,2025-06-22 05:00:00,24.0,Berth_5,58705,12.37,Storm
VSL_1793,Bulk,256,2025-06-30 09:00:00,0.0,2025-06-30 09:00:00,2025-06-30 22:00:00,13.0,Berth_1,24137,13.7,Clear
VSL_1794,Bulk,321,2025-06-02 01:00:00,0.0,2025-06-02 01:00:00,2025-06-03 08:00:00,31.0,Berth_2,44227,12.89,Rain
VSL_1795,Container,236,2025-06-26 22:00:00,9.0,2025-06-27 07:00:00,2025-06-29 06:00:00,47.0,Berth_2,14107,9.49,Clear
VSL_1796,Passenger,273,2025-06-20 00:00:00,0.0,2025-06-20 00:00:00,2025-06-22 00:00:00,48.0,Berth_5,0,7.99,Storm
VSL_1797,Bulk,182,2025-06-26 17:00:00,0.0,2025-06-26 17:00:00,2025-06-28 13:00:00,44.0,Berth_1,58697,12.9,Windy
VSL_1798,RoRo,363,2025-06-16 18:00:00,0.0,2025-06-16 18:00:00,2025-06-18 00:00:00,30.0,Berth_3,4825,6.88,Storm
VSL_1799,Passenger,144,2025-06-04 17:00:00,0.0,2025-06-04 17:00:00,2025-06-05 12:00:00,19.0,Berth_4,0,8.85,Storm
VSL_1800,RoRo,209,2025-06-13 07:00:00,0.0,2025-06-13 07:00:00,2025-06-13 23:00:00,16.0,Berth_4,7968,8.24,Windy
VSL_1801,Passenger,194,2025-06-26 12:00:00,5.0,2025-06-26 17:00:00,2025-06-27 04:00:00,11.0,Berth_4,0,9.47,Rain
VSL_1802,Container,329,2025-06-26 04:00:00,7.0,2025-06-26 11:00:00,2025-06-27 17:00:00,30.0,Berth_3,18582,9.44,Storm
VSL_1803,Passenger,136,2025-06-06 20:00:00,7.0,2025-06-07 03:00:00,2025-06-07 21:00:00,18.0,Berth_3,0,8.38,Clear
VSL_1804,Bulk,247,2025-06-25 23:00:00,0.0,2025-06-25 23:00:00,2025-06-27 00:00:00,25.0,Berth_4,29714,12.07,Clear
VSL_1805,Tanker,370,2025-06-12 04:00:00,0.0,2025-06-12 04:00:00,2025-06-13 05:00:00,25.0,Berth_4,18138,15.63,Rain
VSL_1806,RoRo,298,2025-06-08 15:00:00,0.0,2025-06-08 15:00:00,2025-06-10 04:00:00,37.0,Berth_2,2233,6.3,Rain
VSL_1807,RoRo,301,2025-06-03 20:00:00,0.0,2025-06-03 20:00:00,2025-06-05 16:00:00,44.0,Berth_5,5936,7.41,Rain
VSL_1808,RoRo,271,2025-06-30 14:00:00,0.0,2025-06-30 14:00:00,2025-07-01 03:00:00,13.0,Berth_5,2143,8.11,Windy
VSL_1809,Passenger,144,2025-06-03 11:00:00,0.0,2025-06-03 11:00:00,2025-06-04 02:00:00,15.0,Berth_2,0,7.89,Clear
VSL_1810,Bulk,299,2025-06-16 09:00:00,0.0,2025-06-16 09:00:00,2025-06-17 17:00:00,32.0,Berth_3,18192,12.72,Clear
VSL_1811,Passenger,317,2025-06-09 06:00:00,2.0,2025-06-09 08:00:00,2025-06-11 06:00:00,46.0,Berth_5,0,8.88,Rain
VSL_1812,Bulk,280,2025-06-30 05:00:00,12.0,2025-06-30 17:00:00,2025-07-01 18:00:00,25.0,Berth_3,21280,13.34,Rain
VSL_1813,Tanker,296,2025-06-01 13:00:00,0.0,2025-06-01 13:00:00,2025-06-02 03:00:00,14.0,Berth_3,41778,15.03,Windy
VSL_1814,Container,182,2025-06-10 07:00:00,0.0,2025-06-10 07:00:00,2025-06-10 22:00:00,15.0,Berth_2,23306,10.53,Clear
VSL_1815,RoRo,269,2025-06-20 15:00:00,3.0,2025-06-20 18:00:00,2025-06-21 04:00:00,10.0,Berth_1,5928,6.87,Rain
VSL_1816,Tanker,273,2025-06-19 20:00:00,0.0,2025-06-19 20:00:00,2025-06-21 16:00:00,44.0,Berth_3,21285,15.77,Clear
VSL_1817,Container,275,2025-06-10 11:00:00,0.0,2025-06-10 11:00:00,2025-06-11 01:00:00,14.0,Berth_2,12424,9.77,Windy
VSL_1818,Tanker,168,2025-06-04 08:00:00,0.0,2025-06-04 08:00:00,2025-06-05 17:00:00,33.0,Berth_1,15094,14.05,Storm
VSL_1819,RoRo,203,2025-06-02 19:00:00,11.0,2025-06-03 06:00:00,2025-06-04 00:00:00,18.0,Berth_5,6859,6.15,Clear
VSL_1820,Bulk,296,2025-06-02 20:00:00,0.0,2025-06-02 20:00:00,2025-06-03 06:00:00,10.0,Berth_1,21324,13.96,Windy
VSL_1821,Passenger,267,2025-06-09 12:00:00,0.0,2025-06-09 12:00:00,2025-06-10 05:00:00,17.0,Berth_1,0,7.23,Rain
VSL_1822,Passenger,237,2025-06-15 20:00:00,9.0,2025-06-16 05:00:00,2025-06-17 09:00:00,28.0,Berth_5,0,7.6,Clear
VSL_1823,Container,182,2025-06-25 16:00:00,0.0,2025-06-25 16:00:00,2025-06-25 22:00:00,6.0,Berth_2,14235,9.43,Clear
VSL_1824,Container,308,2025-06-10 03:00:00,0.0,2025-06-10 03:00:00,2025-06-11 17:00:00,38.0,Berth_4,17008,10.75,Windy
VSL_1825,RoRo,168,2025-06-29 17:00:00,6.0,2025-06-29 23:00:00,2025-06-30 11:00:00,12.0,Berth_4,5474,6.54,Windy
VSL_1826,RoRo,376,2025-06-05 19:00:00,2.0,2025-06-05 21:00:00,2025-06-06 23:00:00,26.0,Berth_5,3113,7.24,Rain
VSL_1827,Bulk,343,2025-06-24 18:00:00,8.0,2025-06-25 02:00:00,2025-06-25 10:00:00,8.0,Berth_1,40217,12.71,Rain
VSL_1828,RoRo,260,2025-06-10 15:00:00,0.0,2025-06-10 15:00:00,2025-06-12 08:00:00,41.0,Berth_4,3546,8.14,Storm
VSL_1829,Bulk,334,2025-06-08 15:00:00,0.0,2025-06-08 15:00:00,2025-06-08 21:00:00,6.0,Berth_4,59046,12.26,Storm
VSL_1830,Passenger,330,2025-06-29 02:00:00,7.0,2025-06-29 09:00:00,2025-06-29 20:00:00,11.0,Berth_4,0,8.74,Clear
VSL_1831,Tanker,151,2025-06-03 18:00:00,0.0,2025-06-03 18:00:00,2025-06-04 23:00:00,29.0,Berth_3,23124,15.49,Storm
VSL_1832,Container,277,2025-06-10 22:00:00,0.0,2025-06-10 22:00:00,2025-06-12 07:00:00,33.0,Berth_3,24068,10.48,Storm
VSL_1833,Bulk,263,2025-06-21 07:00:00,0.0,2025-06-21 07:00:00,2025-06-23 07:00:00,48.0,Berth_4,46754,13.28,Windy
VSL_1834,RoRo,138,2025-06-05 14:00:00,8.0,2025-06-05 22:00:00,2025-06-06 11:00:00,13.0,Berth_2,7147,8.36,Clear
VSL_1835,Container,137,2025-06-03 06:00:00,0.0,2025-06-03 06:00:00,2025-06-03 16:00:00,10.0,Berth_1,10868,9.96,Rain
VSL_1836,Tanker,376,2025-06-13 22:00:00,0.0,2025-06-13 22:00:00,2025-06-15 19:00:00,45.0,Berth_1,44075,15.92,Storm
VSL_1837,Tanker,197,2025-06-13 12:00:00,0.0,2025-06-13 12:00:00,2025-06-15 12:00:00,48.0,Berth_5,27148,15.36,Clear
VSL_1838,Container,294,2025-06-19 08:00:00,0.0,2025-06-19 08:00:00,2025-06-19 21:00:00,13.0,Berth_3,17331,10.11,Clear
VSL_1839,Container,313,2025-06-08 13:00:00,0.0,2025-06-08 13:00:00,2025-06-10 06:00:00,41.0,Berth_3,10378,10.23,Windy
VSL_1840,Bulk,232,2025-06-17 14:00:00,0.0,2025-06-17 14:00:00,2025-06-19 03:00:00,37.0,Berth_5,59238,13.23,Storm
VSL_1841,RoRo,233,2025-06-24 23:00:00,0.0,2025-06-24 23:00:00,2025-06-25 15:00:00,16.0,Berth_4,4157,7.24,Storm
VSL_1842,Passenger,341,2025-06-29 20:00:00,0.0,2025-06-29 20:00:00,2025-07-01 00:00:00,28.0,Berth_3,0,7.8,Clear
VSL_1843,Passenger,285,2025-06-02 22:00:00,0.0,2025-06-02 22:00:00,2025-06-03 12:00:00,14.0,Berth_3,0,9.02,Clear
VSL_1844,Bulk,251,2025-06-17 05:00:00,0.0,2025-06-17 05:00:00,2025-06-17 17:00:00,12.0,Berth_3,41996,12.88,Windy
VSL_1845,Tanker,383,2025-06-11 00:00:00,0.0,2025-06-11 00:00:00,2025-06-12 23:00:00,47.0,Berth_1,14292,16.17,Clear
VSL_1846,Bulk,174,2025-06-08 05:00:00,0.0,2025-06-08 05:00:00,2025-06-08 12:00:00,7.0,Berth_1,45206,13.64,Storm
VSL_1847,Passenger,250,2025-06-22 23:00:00,12.0,2025-06-23 11:00:00,2025-06-24 19:00:00,32.0,Berth_4,0,8.47,Rain
VSL_1848,RoRo,385,2025-06-25 08:00:00,0.0,2025-06-25 08:00:00,2025-06-26 14:00:00,30.0,Berth_1,8621,7.22,Windy
VSL_1849,Bulk,281,2025-06-22 04:00:00,0.0,2025-06-22 04:00:00,2025-06-23 18:00:00,38.0,Berth_3,25920,13.54,Rain
VSL_1850,RoRo,206,2025-06-09 14:00:00,0.0,2025-06-09 14:00:00,2025-06-11 03:00:00,37.0,Berth_1,8884,8.13,Windy
VSL_1851,Bulk,174,2025-06-12 07:00:00,10.0,2025-06-12 17:00:00,2025-06-13 02:00:00,9.0,Berth_4,29803,13.56,Clear
VSL_1852,Passenger,297,2025-06-05 01:00:00,0.0,2025-06-05 01:00:00,2025-06-06 20:00:00,43.0,Berth_1,0,8.42,Storm
VSL_1853,RoRo,127,2025-06-09 22:00:00,0.0,2025-06-09 22:00:00,2025-06-11 02:00:00,28.0,Berth_3,6134,8.01,Storm
VSL_1854,Passenger,366,2025-06-14 08:00:00,0.0,2025-06-14 08:00:00,2025-06-15 02:00:00,18.0,Berth_3,0,8.56,Storm
VSL_1855,Passenger,374,2025-06-08 16:00:00,0.0,2025-06-08 16:00:00,2025-06-08 23:00:00,7.0,Berth_5,0,9.16,Storm
VSL_1856,Tanker,173,2025-06-29 04:00:00,11.0,2025-06-29 15:00:00,2025-07-01 02:00:00,35.0,Berth_5,38424,16.34,Clear
VSL_1857,Passenger,368,2025-06-09 13:00:00,0.0,2025-06-09 13:00:00,2025-06-10 18:00:00,29.0,Berth_2,0,7.38,Rain
VSL_1858,RoRo,358,2025-06-18 12:00:00,0.0,2025-06-18 12:00:00,2025-06-19 14:00:00,26.0,Berth_1,7193,6.51,Storm
VSL_1859,Bulk,348,2025-06-13 05:00:00,11.0,2025-06-13 16:00:00,2025-06-15 15:00:00,47.0,Berth_5,30475,13.01,Clear
VSL_1860,Tanker,186,2025-06-09 04:00:00,5.0,2025-06-09 09:00:00,2025-06-09 16:00:00,7.0,Berth_4,41810,15.4,Storm
VSL_1861,RoRo,170,2025-06-28 14:00:00,5.0,2025-06-28 19:00:00,2025-06-29 03:00:00,8.0,Berth_2,2238,6.65,Rain
VSL_1862,Passenger,216,2025-06-08 12:00:00,0.0,2025-06-08 12:00:00,2025-06-10 11:00:00,47.0,Berth_4,0,8.96,Clear
VSL_1863,Container,211,2025-06-14 09:00:00,2.0,2025-06-14 11:00:00,2025-06-16 07:00:00,44.0,Berth_4,16909,10.68,Clear
VSL_1864,RoRo,383,2025-06-06 23:00:00,12.0,2025-06-07 11:00:00,2025-06-08 08:00:00,21.0,Berth_5,9642,6.3,Rain
VSL_1865,RoRo,215,2025-06-04 20:00:00,0.0,2025-06-04 20:00:00,2025-06-05 17:00:00,21.0,Berth_3,4697,8.08,Storm
VSL_1866,Tanker,207,2025-06-19 01:00:00,3.0,2025-06-19 04:00:00,2025-06-19 23:00:00,19.0,Berth_2,27992,15.1,Rain
VSL_1867,Passenger,197,2025-06-03 09:00:00,0.0,2025-06-03 09:00:00,2025-06-04 22:00:00,37.0,Berth_1,0,7.79,Storm
VSL_1868,RoRo,239,2025-06-30 03:00:00,0.0,2025-06-30 03:00:00,2025-07-01 00:00:00,21.0,Berth_2,4973,7.19,Rain
VSL_1869,Bulk,284,2025-06-01 21:00:00,0.0,2025-06-01 21:00:00,2025-06-03 20:00:00,47.0,Berth_5,17281,14.1,Clear
VSL_1870,Tanker,301,2025-06-11 19:00:00,0.0,2025-06-11 19:00:00,2025-06-13 12:00:00,41.0,Berth_3,17998,15.34,Windy
VSL_1871,RoRo,342,2025-06-17 13:00:00,0.0,2025-06-17 13:00:00,2025-06-17 19:00:00,6.0,Berth_4,9598,8.44,Rain
VSL_1872,Bulk,126,2025-06-04 20:00:00,3.0,2025-06-04 23:00:00,2025-06-05 20:00:00,21.0,Berth_4,56376,12.79,Storm
VSL_1873,Container,382,2025-06-12 16:00:00,0.0,2025-06-12 16:00:00,2025-06-13 03:00:00,11.0,Berth_4,20436,10.84,Rain
VSL_1874,RoRo,280,2025-06-05 06:00:00,0.0,2025-06-05 06:00:00,2025-06-05 22:00:00,16.0,Berth_5,2543,6.88,Rain
VSL_1875,RoRo,270,2025-06-30 15:00:00,0.0,2025-06-30 15:00:00,2025-06-30 22:00:00,7.0,Berth_2,7162,7.11,Windy
VSL_1876,Container,204,2025-06-18 02:00:00,0.0,2025-06-18 02:00:00,2025-06-18 20:00:00,18.0,Berth_3,23868,9.21,Windy
VSL_1877,Tanker,266,2025-06-23 00:00:00,0.0,2025-06-23 00:00:00,2025-06-24 23:00:00,47.0,Berth_5,36890,15.98,Rain
VSL_1878,RoRo,231,2025-06-21 09:00:00,11.0,2025-06-21 20:00:00,2025-06-22 10:00:00,14.0,Berth_5,8772,6.82,Rain
VSL_1879,Tanker,155,2025-06-04 14:00:00,0.0,2025-06-04 14:00:00,2025-06-05 22:00:00,32.0,Berth_4,34728,16.36,Windy
VSL_1880,Container,307,2025-06-01 23:00:00,0.0,2025-06-01 23:00:00,2025-06-03 16:00:00,41.0,Berth_2,7915,11.44,Windy
VSL_1881,Bulk,201,2025-06-30 22:00:00,10.0,2025-07-01 08:00:00,2025-07-02 00:00:00,16.0,Berth_4,54347,12.65,Clear
VSL_1882,Bulk,121,2025-06-08 06:00:00,12.0,2025-06-08 18:00:00,2025-06-10 12:00:00,42.0,Berth_5,43518,13.93,Storm
VSL_1883,RoRo,316,2025-06-06 01:00:00,0.0,2025-06-06 01:00:00,2025-06-06 21:00:00,20.0,Berth_2,9750,8.15,Rain
VSL_1884,Bulk,130,2025-06-22 02:00:00,4.0,2025-06-22 06:00:00,2025-06-23 12:00:00,30.0,Berth_5,29127,14.49,Rain
VSL_1885,Tanker,353,2025-06-18 20:00:00,0.0,2025-06-18 20:00:00,2025-06-19 13:00:00,17.0,Berth_2,11885,14.73,Rain
VSL_1886,Tanker,314,2025-06-27 08:00:00,0.0,2025-06-27 08:00:00,2025-06-28 18:00:00,34.0,Berth_3,48201,15.71,Storm
VSL_1887,Container,238,2025-06-01 10:00:00,6.0,2025-06-01 16:00:00,2025-06-03 04:00:00,36.0,Berth_4,11953,10.78,Storm
VSL_1888,Passenger,139,2025-06-11 22:00:00,1.0,2025-06-11 23:00:00,2025-06-12 09:00:00,10.0,Berth_1,0,7.83,Windy
VSL_1889,RoRo,380,2025-06-16 02:00:00,0.0,2025-06-16 02:00:00,2025-06-17 22:00:00,44.0,Berth_5,7812,7.87,Clear
VSL_1890,Container,375,2025-06-11 19:00:00,0.0,2025-06-11 19:00:00,2025-06-13 09:00:00,38.0,Berth_3,17933,10.68,Windy
VSL_1891,Passenger,341,2025-06-02 18:00:00,3.0,2025-06-02 21:00:00,2025-06-04 16:00:00,43.0,Berth_5,0,8.23,Rain
VSL_1892,RoRo,345,2025-06-06 15:00:00,0.0,2025-06-06 15:00:00,2025-06-07 02:00:00,11.0,Berth_5,5546,6.35,Clear
VSL_1893,Bulk,172,2025-06-02 21:00:00,0.0,2025-06-02 21:00:00,2025-06-03 11:00:00,14.0,Berth_3,38631,14.32,Rain
